elf_sha256=512f3c39d4e37b4815411c97ca7352ddc57916d33f0f62982b84fc30765ab67c
payload_bytes=25268 payload_sha256=82ffb5937025d8b0afad4c2157223ca173498316aa1022cbe5c6317ee16d9a92 transport=http
WIFI READY 192.168.169.176 80 i2s=gpio13,18,21,25 heap_free=117132
LOADED bytes=25268 pixels=452 heap=39096 us=11892
transfer_seconds=0.406
LOADED bytes=25268 pixels=452 heap=35696 us=11629
transfer_seconds=0.188
LOADED bytes=25268 pixels=452 heap=35504 us=11196
transfer_seconds=0.172
VERIFIED HTTP authorization rejection
REJECT Version
REJECT Limit
REJECT Checksum
VERIFIED concurrent HTTP upload rejection
VERIFIED interrupted HTTP upload disconnect
FRAME 249753832 3459375601 352 0 0
FRAME 0 3459375601 2390 0 0
VERIFIED 200 frames; zero evaluation allocations
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1852 eval_max_us=2185 encode_avg_us=2482 encode_max_us=2827 dma_wait_avg_us=1934 dma_wait_max_us=2222 total_avg_us=6362 total_max_us=7139 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1830 eval_max_us=2146 encode_avg_us=2477 encode_max_us=2754 dma_wait_avg_us=1982 dma_wait_max_us=2028 total_avg_us=6344 total_max_us=6397 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1834 eval_max_us=2195 encode_avg_us=2474 encode_max_us=2759 dma_wait_avg_us=1984 dma_wait_max_us=2167 total_avg_us=6351 total_max_us=6556 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1832 eval_max_us=2148 encode_avg_us=2471 encode_max_us=2739 dma_wait_avg_us=1984 dma_wait_max_us=2019 total_avg_us=6344 total_max_us=6372 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1837 eval_max_us=2169 encode_avg_us=2476 encode_max_us=2795 dma_wait_avg_us=1982 dma_wait_max_us=2318 total_avg_us=6352 total_max_us=6672 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1836 eval_max_us=2137 encode_avg_us=2472 encode_max_us=2753 dma_wait_avg_us=1981 dma_wait_max_us=2041 total_avg_us=6347 total_max_us=6565 heap_free=81376
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1830 eval_max_us=2137 encode_avg_us=2480 encode_max_us=2752 dma_wait_avg_us=1982 dma_wait_max_us=2024 total_avg_us=6348 total_max_us=6400 heap_free=81376
